field,m,angle,distance,relerr_offset,relerr_abs,mag
src,0,2.617994,3.162278e-05,5.952414e-14,6.312773e-12,8.010820e+09
src,0,2.617994,5.623413e-05,5.273634e-13,3.690205e-12,1.424553e+09
src,0,2.617994,1.000000e-04,5.882188e-15,5.359261e-12,2.533269e+08
src,0,2.617994,1.778279e-04,2.548629e-13,3.154445e-12,4.504910e+07
src,0,2.617994,3.162278e-04,2.642438e-13,2.604074e-13,8.011148e+06
src,0,2.617994,5.623413e-04,6.439115e-14,3.333958e-13,1.424657e+06
src,0,2.617994,1.000000e-03,4.058413e-13,8.769296e-13,2.533597e+05
src,0,2.617994,1.778279e-03,2.115315e-14,4.962109e-13,4.505951e+04
src,0,2.617994,3.162278e-03,4.717444e-13,7.830254e-15,8.014445e+03
src,0,2.617994,5.623413e-03,3.003044e-13,5.470229e-14,1.425702e+03
src,0,2.617994,1.000000e-02,5.630741e-13,1.278288e-13,2.536922e+02
src,0,2.617994,1.778279e-02,1.576339e-13,5.679224e-14,4.516567e+01
src,0,2.617994,3.162278e-02,2.672727e-13,7.415658e-13,8.048589e+00
src,0,2.617994,5.623413e-02,1.438756e-13,5.356316e-13,1.436821e+00
src,0,2.617994,1.000000e-01,3.327824e-13,3.418406e-13,2.573866e-01
src,0,2.617994,1.778279e-01,4.499929e-13,9.521437e-13,4.642965e-02
src,0,2.617994,3.162278e-01,3.061552e-13,5.489961e-13,8.493571e-03
src,0,2.617994,5.623413e-01,2.642209e-13,6.093201e-14,1.587193e-03
src,0,2.617994,1.000000e+00,3.688436e-13,3.118020e-13,2.813066e-04
src,0,3.141593,1.000000e-12,4.641872e-13,2.666543e-04,2.405256e+34
src,0,3.141593,1.778279e-12,5.889655e-13,2.467068e-04,4.277218e+33
src,0,3.141593,3.162278e-12,2.006524e-13,3.439633e-04,7.606088e+32
src,0,3.141593,5.623413e-12,2.474595e-13,2.840272e-04,1.352575e+32
src,0,3.141593,1.000000e-11,1.013342e-12,2.662526e-04,2.405256e+31
src,0,3.141593,1.778279e-11,6.845344e-13,5.300760e-05,4.277218e+30
src,0,3.141593,3.162278e-11,2.220392e-14,6.844466e-06,7.606088e+29
src,0,3.141593,5.623413e-11,3.620993e-13,2.162820e-07,1.352575e+29
src,0,3.141593,1.000000e-10,4.827279e-14,2.482212e-07,2.405256e+28
src,0,3.141593,1.778279e-10,5.778762e-13,6.925692e-06,4.277218e+27
src,0,3.141593,3.162278e-10,5.751553e-13,6.844466e-06,7.606088e+26
src,0,3.141593,5.623413e-10,6.799167e-13,2.162820e-07,1.352575e+26
src,0,3.141593,1.000000e-09,4.062374e-13,2.482213e-07,2.405256e+25
src,0,3.141593,1.778279e-09,1.693248e-13,9.321459e-07,4.277218e+24
src,0,3.141593,3.162278e-09,1.132879e-13,1.036347e-07,7.606088e+23
src,0,3.141593,5.623413e-09,1.291247e-13,2.162814e-07,1.352575e+23
src,0,3.141593,1.000000e-08,9.842050e-13,2.482205e-07,2.405256e+22
src,0,3.141593,1.778279e-08,2.115677e-13,3.311884e-08,4.277218e+21
src,0,3.141593,3.162278e-08,6.143390e-13,6.488585e-08,7.606088e+20
src,0,3.141593,5.623413e-08,1.417243e-13,2.674997e-08,1.352575e+20
src,0,3.141593,1.000000e-07,2.370488e-13,1.823236e-08,2.405256e+19
src,0,3.141593,1.778279e-07,3.142230e-13,3.150745e-09,4.277218e+18
src,0,3.141593,3.162278e-07,4.806255e-13,2.522735e-09,7.606088e+17
src,0,3.141593,5.623413e-07,2.830749e-13,1.679438e-09,1.352575e+17
src,0,3.141593,1.000000e-06,1.078139e-12,2.244838e-09,2.405256e+16
src,0,3.141593,1.778279e-06,3.238086e-14,1.538801e-10,4.277218e+15
src,0,3.141593,3.162278e-06,6.016562e-13,8.375437e-10,7.606088e+14
src,0,3.141593,5.623413e-06,3.752102e-13,2.157967e-10,1.352575e+14
src,0,3.141593,1.000000e-05,8.870546e-13,1.132818e-10,2.405256e+13
src,0,3.141593,1.778279e-05,9.589323e-14,1.456436e-10,4.277218e+12
src,0,3.141593,3.162278e-05,9.725709e-14,4.872644e-12,7.606089e+11
src,0,3.141593,5.623413e-05,3.063997e-13,2.637576e-11,1.352575e+11
src,0,3.141593,1.000000e-04,3.200514e-13,7.715808e-12,2.405257e+10
src,0,3.141593,1.778279e-04,2.108142e-13,4.802351e-12,4.277221e+09
src,0,3.141593,3.162278e-04,9.174891e-13,4.602178e-12,7.606098e+08
src,0,3.141593,5.623413e-04,5.433514e-13,2.638317e-12,1.352578e+08
src,0,3.141593,1.000000e-03,2.583408e-13,1.432181e-12,2.405266e+07
src,0,3.141593,1.778279e-03,1.556832e-13,8.870674e-13,4.277249e+06
src,0,3.141593,3.162278e-03,5.239020e-13,3.120760e-13,7.606187e+05
src,0,3.141593,5.623413e-03,1.141900e-12,1.652710e-12,1.352606e+05
src,0,3.141593,1.000000e-02,7.925245e-14,2.829796e-13,2.405353e+04
src,0,3.141593,1.778279e-02,1.524501e-13,3.448732e-13,4.277515e+03
src,0,3.141593,3.162278e-02,7.412746e-14,2.697582e-13,7.606988e+02
src,0,3.141593,5.623413e-02,1.596683e-14,1.042256e-12,1.352836e+02
src,0,3.141593,1.000000e-01,4.384138e-13,4.075521e-14,2.405947e+01
src,0,3.141593,1.778279e-01,1.145865e-13,2.615562e-14,4.278641e+00
src,0,3.141593,3.162278e-01,1.863949e-13,3.995011e-13,7.606187e-01
src,0,3.141593,5.623413e-01,5.627120e-13,2.298546e-13,1.350016e-01
src,0,3.141593,1.000000e+00,4.729122e-13,4.729122e-13,2.381378e-02
src,0,3.665191,1.000000e-12,4.713324e-13,3.614954e-04,2.533232e+32
src,0,3.665191,1.778279e-12,2.089446e-13,2.331631e-04,4.504794e+31
src,0,3.665191,3.162278e-12,5.200278e-13,9.552185e-05,8.010783e+30
src,0,3.665191,5.623413e-12,2.983608e-13,6.215257e-05,1.424541e+30
src,0,3.665191,1.000000e-11,8.177916e-13,6.182519e-06,2.533232e+29
src,0,3.665191,1.778279e-11,2.936721e-13,1.647032e-05,4.504794e+28
src,0,3.665191,3.162278e-11,2.937234e-13,6.733939e-06,8.010783e+27
src,0,3.665191,5.623413e-11,4.299125e-13,7.056312e-07,1.424541e+27
src,0,3.665191,1.000000e-10,2.347859e-13,4.697324e-07,2.533232e+26
src,0,3.665191,1.778279e-10,4.877704e-13,2.075675e-07,4.504794e+25
src,0,3.665191,3.162278e-10,1.619168e-13,1.388450e-06,8.010783e+24
src,0,3.665191,5.623413e-10,7.254803e-14,8.302877e-08,1.424541e+24
src,0,3.665191,1.000000e-09,7.159301e-13,2.479865e-07,2.533232e+23
src,0,3.665191,1.778279e-09,3.240143e-14,1.405316e-07,4.504794e+22
src,0,3.665191,3.162278e-09,3.968754e-13,9.577570e-08,8.010783e+21
src,0,3.665191,5.623413e-09,4.756916e-13,2.704963e-08,1.424541e+21
src,0,3.665191,1.000000e-08,1.645364e-13,8.865837e-09,2.533232e+20
src,0,3.665191,1.778279e-08,2.931433e-13,3.350276e-08,4.504794e+19
src,0,3.665191,3.162278e-08,7.214595e-13,2.156419e-08,8.010783e+18
src,0,3.665191,5.623413e-08,3.069395e-13,3.673884e-09,1.424541e+18
src,0,3.665191,1.000000e-07,1.728069e-13,4.893113e-09,2.533232e+17
src,0,3.665191,1.778279e-07,4.088089e-13,3.367265e-09,4.504795e+16
src,0,3.665191,3.162278e-07,2.144609e-13,1.547084e-09,8.010784e+15
src,0,3.665191,5.623413e-07,3.099243e-13,6.019006e-10,1.424541e+15
src,0,3.665191,1.000000e-06,1.635756e-13,4.656877e-10,2.533232e+14
src,0,3.665191,1.778279e-06,3.837924e-13,1.046704e-10,4.504796e+13
src,0,3.665191,3.162278e-06,9.506225e-13,7.692752e-12,8.010787e+12
src,0,3.665191,5.623413e-06,3.972630e-13,3.975201e-12,1.424542e+12
src,0,3.665191,1.000000e-05,3.756216e-13,1.280703e-11,2.533236e+11
src,0,3.665191,1.778279e-05,4.361051e-13,1.080287e-11,4.504806e+10
src,0,3.665191,3.162278e-05,7.154802e-14,6.313964e-12,8.010820e+09
src,0,3.665191,5.623413e-05,3.265268e-13,3.688866e-12,1.424553e+09
src,0,3.665191,1.000000e-04,6.846866e-14,5.360438e-12,2.533269e+08
src,0,3.665191,1.778279e-04,4.893831e-13,3.155769e-12,4.504910e+07
src,0,3.665191,3.162278e-04,2.386681e-13,2.614537e-13,8.011148e+06
src,0,3.665191,5.623413e-04,1.748694e-14,3.322518e-13,1.424657e+06
src,0,3.665191,1.000000e-03,1.925248e-13,8.756660e-13,2.533597e+05
src,0,3.665191,1.778279e-03,1.939308e-13,4.975027e-13,4.505951e+04
src,0,3.665191,3.162278e-03,6.022486e-13,6.581952e-15,8.014445e+03
src,0,3.665191,5.623413e-03,3.746229e-13,5.613762e-14,1.425702e+03
src,0,3.665191,1.000000e-02,3.453954e-13,1.287250e-13,2.536922e+02
src,0,3.665191,1.778279e-02,2.207189e-13,5.789347e-14,4.516567e+01
src,0,3.665191,3.162278e-02,1.291119e-13,7.426694e-13,8.048589e+00
src,0,3.665191,5.623413e-02,2.114091e-13,5.364042e-13,1.436821e+00
src,0,3.665191,1.000000e-01,9.209207e-14,3.392525e-13,2.573866e-01
src,0,3.665191,1.778279e-01,2.661698e-13,9.527415e-13,4.642965e-02
src,0,3.665191,3.162278e-01,3.798857e-13,5.504257e-13,8.493571e-03
src,0,3.665191,5.623413e-01,1.006471e-12,6.298129e-14,1.587193e-03
src,0,3.665191,1.000000e+00,3.052499e-13,2.572656e-13,2.813066e-04
src,0,4.188790,1.000000e-12,1.435748e-13,1.984225e-04,5.119194e+31
src,0,4.188790,1.778279e-12,9.090453e-14,1.398612e-04,9.103358e+30
src,0,4.188790,3.162278e-12,4.859818e-13,9.170294e-05,1.618831e+30
src,0,4.188790,5.623413e-12,4.648090e-13,5.367835e-05,2.878735e+29
src,0,4.188790,1.000000e-11,3.024133e-14,2.316850e-05,5.119194e+28
src,0,4.188790,1.778279e-11,3.924171e-13,1.753097e-06,9.103358e+27
src,0,4.188790,3.162278e-11,8.352472e-13,3.790035e-06,1.618831e+27
src,0,4.188790,5.623413e-11,8.259511e-14,1.590476e-06,2.878735e+26
src,0,4.188790,1.000000e-10,1.047063e-13,1.510721e-06,5.119194e+25
src,0,4.188790,1.778279e-10,3.509015e-13,7.614487e-07,9.103358e+24
src,0,4.188790,3.162278e-10,3.939895e-13,1.054605e-06,1.618831e+24
src,0,4.188790,5.623413e-10,2.673879e-13,6.203129e-07,2.878735e+23
src,0,4.188790,1.000000e-09,3.252736e-13,2.417227e-07,5.119194e+22
src,0,4.188790,1.778279e-09,2.983308e-14,1.248545e-07,9.103358e+21
src,0,4.188790,3.162278e-09,5.002144e-13,1.135623e-07,1.618831e+21
src,0,4.188790,5.623413e-09,3.596958e-14,6.077124e-08,2.878735e+20
src,0,4.188790,1.000000e-08,8.241297e-14,1.192163e-08,5.119194e+19
src,0,4.188790,1.778279e-08,1.262093e-13,5.866559e-10,9.103358e+18
src,0,4.188790,3.162278e-08,4.668256e-13,7.553417e-09,1.618831e+18
src,0,4.188790,5.623413e-08,1.000440e-15,6.553072e-09,2.878735e+17
src,0,4.188790,1.000000e-07,1.112675e-13,3.379504e-09,5.119194e+16
src,0,4.188790,1.778279e-07,1.544485e-13,4.051015e-10,9.103358e+15
src,0,4.188790,3.162278e-07,3.956558e-13,1.314210e-10,1.618831e+15
src,0,4.188790,5.623413e-07,4.407318e-14,3.372495e-10,2.878735e+14
src,0,4.188790,1.000000e-06,3.629111e-13,1.829287e-10,5.119195e+13
src,0,4.188790,1.778279e-06,3.803970e-13,7.352218e-11,9.103359e+12
src,0,4.188790,3.162278e-06,5.255827e-13,9.636036e-11,1.618832e+12
src,0,4.188790,5.623413e-06,3.508942e-13,3.983996e-11,2.878736e+11
src,0,4.188790,1.000000e-05,1.961300e-13,1.718641e-11,5.119199e+10
src,0,4.188790,1.778279e-05,7.213812e-13,3.706429e-13,9.103372e+09
src,0,4.188790,3.162278e-05,6.679048e-13,3.994763e-12,1.618836e+09
src,0,4.188790,5.623413e-05,6.418567e-15,1.010821e-12,2.878748e+08
src,0,4.188790,1.000000e-04,1.413201e-13,2.104957e-12,5.119238e+07
src,0,4.188790,1.778279e-04,1.591848e-13,1.775994e-13,9.103497e+06
src,0,4.188790,3.162278e-04,4.295977e-13,1.099091e-12,1.618875e+06
src,0,4.188790,5.623413e-04,1.655928e-13,3.257265e-13,2.878874e+05
src,0,4.188790,1.000000e-03,2.298058e-13,2.251159e-13,5.119636e+04
src,0,4.188790,1.778279e-03,4.700927e-13,1.664204e-13,9.104761e+03
src,0,4.188790,3.162278e-03,9.021770e-13,7.753808e-13,1.619279e+03
src,0,4.188790,5.623413e-03,3.386723e-13,3.838681e-13,2.880168e+02
src,0,4.188790,1.000000e-02,3.966078e-14,4.483332e-13,5.123833e+01
src,0,4.188790,1.778279e-02,1.051948e-14,2.417533e-13,9.118630e+00
src,0,4.188790,3.162278e-02,2.942366e-13,4.494218e-13,1.623999e+00
src,0,4.188790,5.623413e-02,6.516941e-13,3.182781e-13,2.896964e-01
src,0,4.188790,1.000000e-01,4.166926e-13,1.065074e-12,5.187194e-02
src,0,4.188790,1.778279e-01,6.789504e-13,7.113430e-13,9.371769e-03
src,0,4.188790,3.162278e-01,2.665004e-14,5.361434e-13,1.724957e-03
src,0,4.188790,5.623413e-01,8.596740e-14,1.896741e-13,3.178169e-04
src,0,4.188790,1.000000e+00,8.200864e-13,7.379075e-13,3.182856e-05
src,0,4.712389,1.000000e-12,3.009801e-13,2.666543e-04,3.345752e+31
src,0,4.712389,1.778279e-12,6.596801e-13,1.279175e-04,5.949683e+30
src,0,4.712389,3.162278e-12,2.274637e-14,7.741157e-05,1.058020e+30
src,0,4.712389,5.623413e-12,2.449781e-13,4.716512e-05,1.881455e+29
src,0,4.712389,1.000000e-11,2.408194e-13,2.482213e-07,3.345752e+28
src,0,4.712389,1.778279e-11,4.536882e-13,1.554985e-05,5.949683e+27
src,0,4.712389,3.162278e-11,3.015027e-13,6.844466e-06,1.058020e+27
src,0,4.712389,5.623413e-11,4.651414e-13,2.162819e-07,1.881455e+26
src,0,4.712389,1.000000e-10,5.491701e-13,2.482205e-07,3.345752e+25
src,0,4.712389,1.778279e-10,4.282564e-13,5.662326e-07,5.949683e+24
src,0,4.712389,3.162278e-10,4.693727e-14,5.249345e-07,1.058020e+24
src,0,4.712389,5.623413e-10,9.987209e-15,2.162815e-07,1.881455e+23
src,0,4.712389,1.000000e-09,1.658540e-13,2.482215e-07,3.345752e+22
src,0,4.712389,1.778279e-09,4.265024e-13,1.829566e-07,5.949683e+21
src,0,4.712389,3.162278e-09,7.227408e-13,1.036351e-07,1.058020e+21
src,0,4.712389,5.623413e-09,4.098058e-13,2.063279e-08,1.881455e+20
src,0,4.712389,1.000000e-08,4.229745e-13,1.823225e-08,3.345752e+19
src,0,4.712389,1.778279e-08,8.106382e-13,4.340347e-09,5.949683e+18
src,0,4.712389,3.162278e-08,1.096085e-13,1.689818e-09,1.058020e+18
src,0,4.712389,5.623413e-08,3.347197e-13,3.058640e-09,1.881455e+17
src,0,4.712389,1.000000e-07,1.702457e-13,1.751410e-09,3.345752e+16
src,0,4.712389,1.778279e-07,3.522877e-13,5.942458e-10,5.949683e+15
src,0,4.712389,3.162278e-07,2.658268e-13,4.160635e-10,1.058020e+15
src,0,4.712389,5.623413e-07,6.708572e-13,4.950212e-10,1.881455e+14
src,0,4.712389,1.000000e-06,3.939230e-13,2.464660e-10,3.345752e+13
src,0,4.712389,1.778279e-06,7.197403e-13,1.544957e-10,5.949683e+12
src,0,4.712389,3.162278e-06,1.822944e-13,5.299575e-12,1.058020e+12
src,0,4.712389,5.623413e-06,1.245712e-13,2.189581e-11,1.881455e+11
src,0,4.712389,1.000000e-05,1.372754e-13,1.938251e-11,3.345752e+10
src,0,4.712389,1.778279e-05,3.447837e-13,4.218351e-12,5.949683e+09
src,0,4.712389,3.162278e-05,4.049434e-13,4.271398e-12,1.058020e+09
src,0,4.712389,5.623413e-05,1.903973e-13,3.535497e-12,1.881455e+08
src,0,4.712389,1.000000e-04,5.396838e-13,2.723471e-13,3.345752e+07
src,0,4.712389,1.778279e-04,1.828307e-13,1.576132e-12,5.949683e+06
src,0,4.712389,3.162278e-04,1.993768e-13,2.803598e-13,1.058020e+06
src,0,4.712389,5.623413e-04,1.635051e-13,1.079721e-13,1.881455e+05
src,0,4.712389,1.000000e-03,1.076468e-13,4.610329e-13,3.345755e+04
src,0,4.712389,1.778279e-03,9.630438e-14,1.534756e-13,5.949695e+03
src,0,4.712389,3.162278e-03,4.889056e-13,1.992156e-13,1.058027e+03
src,0,4.712389,5.623413e-03,2.673751e-14,1.805160e-13,1.881493e+02
src,0,4.712389,1.000000e-02,8.592009e-13,1.115942e-12,3.345965e+01
src,0,4.712389,1.778279e-02,1.801468e-13,1.686544e-14,5.950876e+00
src,0,4.712389,3.162278e-02,6.124271e-13,2.516824e-13,1.058690e+00
src,0,4.712389,5.623413e-02,9.466801e-14,7.277511e-13,1.885202e-01
src,0,4.712389,1.000000e-01,8.821794e-14,4.239820e-13,3.366488e-02
src,0,4.712389,1.778279e-01,7.373651e-13,1.202226e-13,6.060292e-03
src,0,4.712389,3.162278e-01,1.858367e-13,3.513505e-13,1.109659e-03
src,0,4.712389,5.623413e-01,8.009223e-14,8.009223e-14,1.989927e-04
src,0,4.712389,1.000000e+00,6.740174e-13,6.740174e-13,9.885146e-06
src,0,5.235988,1.000000e-12,1.162147e-12,1.984225e-04,5.119194e+31
src,0,5.235988,1.778279e-12,2.510696e-14,1.398612e-04,9.103358e+30
src,0,5.235988,3.162278e-12,2.861989e-13,9.170294e-05,1.618831e+30
src,0,5.235988,5.623413e-12,1.185550e-14,5.367835e-05,2.878735e+29
src,0,5.235988,1.000000e-11,1.498320e-13,2.316850e-05,5.119194e+28
src,0,5.235988,1.778279e-11,6.570480e-14,1.753097e-06,9.103358e+27
src,0,5.235988,3.162278e-11,5.094006e-14,3.790035e-06,1.618831e+27
src,0,5.235988,5.623413e-11,5.756593e-13,1.590477e-06,2.878735e+26
src,0,5.235988,1.000000e-10,3.314022e-13,1.510721e-06,5.119194e+25
src,0,5.235988,1.778279e-10,2.322437e-13,7.614490e-07,9.103358e+24
src,0,5.235988,3.162278e-10,4.286460e-13,1.054605e-06,1.618831e+24
src,0,5.235988,5.623413e-10,4.175167e-13,6.203121e-07,2.878735e+23
src,0,5.235988,1.000000e-09,6.944632e-13,2.417222e-07,5.119194e+22
src,0,5.235988,1.778279e-09,9.641037e-14,1.248545e-07,9.103358e+21
src,0,5.235988,3.162278e-09,1.455788e-13,1.135619e-07,1.618831e+21
src,0,5.235988,5.623413e-09,7.569548e-14,6.077179e-08,2.878735e+20
src,0,5.235988,1.000000e-08,3.344526e-13,1.192255e-08,5.119194e+19
src,0,5.235988,1.778279e-08,2.750282e-13,5.877135e-10,9.103358e+18
src,0,5.235988,3.162278e-08,8.634377e-13,7.553563e-09,1.618831e+18
src,0,5.235988,5.623413e-08,5.246750e-13,6.553438e-09,2.878735e+17
src,0,5.235988,1.000000e-07,7.429294e-13,3.379224e-09,5.119194e+16
src,0,5.235988,1.778279e-07,2.289265e-13,4.057846e-10,9.103358e+15
src,0,5.235988,3.162278e-07,4.798214e-13,1.318623e-10,1.618831e+15
src,0,5.235988,5.623413e-07,2.288332e-13,3.370029e-10,2.878734e+14
src,0,5.235988,1.000000e-06,7.632122e-13,1.833017e-10,5.119194e+13
src,0,5.235988,1.778279e-06,6.007400e-15,7.365286e-11,9.103357e+12
src,0,5.235988,3.162278e-06,6.717207e-13,9.663036e-11,1.618831e+12
src,0,5.235988,5.623413e-06,8.775545e-13,4.088356e-11,2.878733e+11
src,0,5.235988,1.000000e-05,3.976259e-13,1.669999e-11,5.119190e+10
src,0,5.235988,1.778279e-05,1.287721e-12,7.352118e-13,9.103344e+09
src,0,5.235988,3.162278e-05,6.034004e-13,4.245158e-12,1.618827e+09
src,0,5.235988,5.623413e-05,2.155417e-13,9.950945e-13,2.878721e+08
src,0,5.235988,1.000000e-04,2.430573e-13,1.819146e-12,5.119150e+07
src,0,5.235988,1.778279e-04,2.676350e-13,8.552861e-14,9.103219e+06
src,0,5.235988,3.162278e-04,2.721269e-13,1.003360e-12,1.618788e+06
src,0,5.235988,5.623413e-04,2.752058e-13,1.041172e-12,2.878596e+05
src,0,5.235988,1.000000e-03,2.532989e-13,1.970103e-13,5.118757e+04
src,0,5.235988,1.778279e-03,7.074528e-14,3.892989e-13,9.101982e+03
src,0,5.235988,3.162278e-03,7.895701e-14,1.891034e-13,1.618400e+03
src,0,5.235988,5.623413e-03,8.382136e-13,5.545288e-13,2.877389e+02
src,0,5.235988,1.000000e-02,1.209926e-13,3.590883e-13,5.115045e+01
src,0,5.235988,1.778279e-02,3.927555e-13,2.559750e-13,9.090839e+00
src,0,5.235988,3.162278e-02,8.061304e-13,7.423438e-14,1.615210e+00
src,0,5.235988,5.623413e-02,1.222764e-13,2.348790e-13,2.869159e-01
src,0,5.235988,1.000000e-01,3.973504e-14,5.105680e-13,5.099170e-02
src,0,5.235988,1.778279e-01,3.331137e-13,3.420807e-13,9.092471e-03
src,0,5.235988,3.162278e-01,2.765108e-13,2.578205e-13,1.635846e-03
src,0,5.235988,5.623413e-01,3.050370e-13,6.323710e-13,2.893224e-04
src,0,5.235988,1.000000e+00,9.334651e-13,9.512042e-13,2.425681e-05
src,0,5.759587,1.000000e-12,3.925399e-13,3.614954e-04,2.533232e+32
src,0,5.759587,1.778279e-12,2.959215e-14,2.331631e-04,4.504794e+31
src,0,5.759587,3.162278e-12,2.178495e-14,9.552185e-05,8.010783e+30
src,0,5.759587,5.623413e-12,2.562741e-13,6.215257e-05,1.424541e+30
src,0,5.759587,1.000000e-11,7.205677e-13,6.182519e-06,2.533232e+29
src,0,5.759587,1.778279e-11,3.135887e-13,1.647032e-05,4.504794e+28
src,0,5.759587,3.162278e-11,4.296049e-14,6.733939e-06,8.010783e+27
src,0,5.759587,5.623413e-11,4.625225e-13,7.056308e-07,1.424541e+27
src,0,5.759587,1.000000e-10,8.593895e-13,4.697327e-07,2.533232e+26
src,0,5.759587,1.778279e-10,3.933817e-13,2.075683e-07,4.504794e+25
src,0,5.759587,3.162278e-10,5.393651e-13,1.388451e-06,8.010783e+24
src,0,5.759587,5.623413e-10,9.158011e-14,8.302936e-08,1.424541e+24
src,0,5.759587,1.000000e-09,8.358037e-14,2.479859e-07,2.533232e+23
src,0,5.759587,1.778279e-09,1.551172e-13,1.405320e-07,4.504794e+22
src,0,5.759587,3.162278e-09,6.217539e-14,9.577526e-08,8.010783e+21
src,0,5.759587,5.623413e-09,2.513713e-13,2.704976e-08,1.424541e+21
src,0,5.759587,1.000000e-08,8.330303e-14,8.866323e-09,2.533232e+20
src,0,5.759587,1.778279e-08,2.236764e-14,3.350305e-08,4.504794e+19
src,0,5.759587,3.162278e-08,2.899132e-13,2.156425e-08,8.010783e+18
src,0,5.759587,5.623413e-08,4.807162e-13,3.674715e-09,1.424541e+18
src,0,5.759587,1.000000e-07,3.236340e-13,4.892348e-09,2.533232e+17
src,0,5.759587,1.778279e-07,6.410947e-14,3.367718e-09,4.504794e+16
src,0,5.759587,3.162278e-07,7.679649e-13,1.546585e-09,8.010783e+15
src,0,5.759587,5.623413e-07,3.041331e-13,6.019202e-10,1.424541e+15
src,0,5.759587,1.000000e-06,4.463172e-13,4.660670e-10,2.533232e+14
src,0,5.759587,1.778279e-06,7.134761e-13,1.048647e-10,4.504793e+13
src,0,5.759587,3.162278e-06,1.862724e-13,7.131016e-12,8.010780e+12
src,0,5.759587,5.623413e-06,5.480799e-13,3.966981e-12,1.424540e+12
src,0,5.759587,1.000000e-05,1.781738e-13,1.304042e-11,2.533228e+11
src,0,5.759587,1.778279e-05,7.536613e-14,1.040290e-11,4.504783e+10
src,0,5.759587,3.162278e-05,9.512044e-14,5.961754e-12,8.010747e+09
src,0,5.759587,5.623413e-05,2.292922e-13,3.070172e-12,1.424530e+09
src,0,5.759587,1.000000e-04,4.203532e-13,5.750475e-12,2.533196e+08
src,0,5.759587,1.778279e-04,3.218615e-13,2.862848e-12,4.504679e+07
src,0,5.759587,3.162278e-04,1.167290e-13,5.327212e-13,8.010419e+06
src,0,5.759587,5.623413e-04,3.663044e-13,5.671916e-14,1.424426e+06
src,0,5.759587,1.000000e-03,1.882138e-13,1.263951e-13,2.532868e+05
src,0,5.759587,1.778279e-03,1.882141e-13,5.526870e-13,4.503643e+04
src,0,5.759587,3.162278e-03,4.768313e-13,4.589984e-13,8.007148e+03
src,0,5.759587,5.623413e-03,3.124522e-13,3.672432e-13,1.423395e+03
src,0,5.759587,1.000000e-02,2.471819e-13,9.722113e-13,2.529626e+02
src,0,5.759587,1.778279e-02,3.643247e-13,2.692904e-13,4.493492e+01
src,0,5.759587,3.162278e-02,4.380969e-13,2.218325e-13,7.975620e+00
src,0,5.759587,5.623413e-02,3.502471e-14,1.228221e-13,1.413743e+00
src,0,5.759587,1.000000e-01,1.036590e-13,4.386085e-13,2.500864e-01
src,0,5.759587,1.778279e-01,5.319120e-13,4.314118e-13,4.411883e-02
src,0,5.759587,3.162278e-01,9.723313e-15,7.219839e-13,7.760778e-03
src,0,5.759587,5.623413e-01,4.326480e-13,1.341817e-13,1.354225e-03
src,0,5.759587,1.000000e+00,3.740169e-13,8.196209e-14,2.090039e-04
phis_m,2,0.000000,1.000000e-12,8.618847e+58,8.618847e+58,5.600121e+00
phis_m,2,0.000000,1.778279e-12,8.791652e+58,8.791652e+58,5.490047e+00
phis_m,2,0.000000,3.162278e-12,8.971528e+58,8.971528e+58,5.379973e+00
phis_m,2,0.000000,5.623413e-12,9.158918e+58,9.158918e+58,5.269900e+00
phis_m,2,0.000000,1.000000e-11,9.354304e+58,9.354304e+58,5.159826e+00
phis_m,2,0.000000,1.778279e-11,9.558207e+58,9.558207e+58,5.049752e+00
phis_m,2,0.000000,3.162278e-11,9.771198e+58,9.771198e+58,4.939679e+00
phis_m,2,0.000000,5.623413e-11,9.993898e+58,9.993898e+58,4.829605e+00
phis_m,2,0.000000,1.000000e-10,1.022699e+59,1.022699e+59,4.719532e+00
phis_m,2,0.000000,1.778279e-10,1.047121e+59,1.047121e+59,4.609458e+00
phis_m,2,0.000000,3.162278e-10,1.072737e+59,1.072737e+59,4.499384e+00
phis_m,2,0.000000,5.623413e-10,1.099639e+59,1.099639e+59,4.389311e+00
phis_m,2,0.000000,1.000000e-09,1.127925e+59,1.127925e+59,4.279237e+00
phis_m,2,0.000000,1.778279e-09,1.157704e+59,1.157704e+59,4.169164e+00
phis_m,2,0.000000,3.162278e-09,1.189099e+59,1.189099e+59,4.059090e+00
phis_m,2,0.000000,5.623413e-09,1.222243e+59,1.222243e+59,3.949016e+00
phis_m,2,0.000000,1.000000e-08,1.257288e+59,1.257288e+59,3.838943e+00
phis_m,2,0.000000,1.778279e-08,1.294403e+59,1.294403e+59,3.728869e+00
phis_m,2,0.000000,3.162278e-08,1.333775e+59,1.333775e+59,3.618795e+00
phis_m,2,0.000000,5.623413e-08,1.375617e+59,1.375617e+59,3.508722e+00
phis_m,2,0.000000,1.000000e-07,1.420170e+59,1.420170e+59,3.398648e+00
phis_m,2,0.000000,1.778279e-07,1.467705e+59,1.467705e+59,3.288575e+00
phis_m,2,0.000000,3.162278e-07,7.483675e-03,7.483675e-03,3.178501e+00
phis_m,2,0.000000,5.623413e-07,4.297459e-04,4.297459e-04,3.068427e+00
phis_m,2,0.000000,1.000000e-06,4.385699e-04,4.385699e-04,2.958354e+00
